Nom de la gare;Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;Code Postal
Liancourt - Rantigny;Maule;87381723;78580;B;252944;252944;281096;281096;160657;160657;305405;305405;303254;303254;302193;302193;295486;295486;287328;287328;78
Libourne;Maurecourt;87381483;78570;B;665925;665925;601236;601236;251355;251355;519455;519455;539598;539598;562963;562963;575732;575732;573999;573999;78
Liévin;Mérens-les-Vals;87611525;9110;C;6957;6957;5259;5259;1401;1401;3473;3473;2318;2318;2514;2514;2448;2448;2236;2236;91
Lille Europe;Mériel;87276675;95630;B;401661;401661;379076;379076;150619;150619;394514;394514;378755;378755;369878;369878;355864;355864;341878;341878;95
Lille Flandres;Montigny - Beauchamp;87276089;95250;B;4595524;4595524;4427028;4427028;2474993;2474993;4906007;4906007;5044611;5044611;5036237;5036237;5024855;5024855;4996765;4996765;95
Lillers;Montigny-sur-Loing;87684100;77690;B;177306;177306;132847;132847;123409;123409;214722;214722;217333;217333;220429;220429;218474;218474;216959;216959;77
Limersheim;Nanterre Université;87386318;92000;B;8029557;8029557;6434071;6434071;95902;95902;6286199;6286199;6151526;6151526;6084600;6084600;5890393;5890393;5665620;5665620;92
Lison;Nézel - Aulnay;87381731;78410;C;68248;68248;67723;67723;36842;36842;82508;82508;82478;82478;82538;82538;81051;81051;79481;79481;78
Logelbach;Noisy-le-Roi;87393876;78590;B;0;0;0;0;0;0;237626;237626;243194;243194;249046;249046;251371;251371;253878;253878;78
Longages - Noé;Orangis Bois de l'Épine;87681346;91130;B;2087412;2087412;1691900;1691900;1131701;1131701;2527170;2527170;2521689;2521689;2526178;2526178;2482220;2482220;2425727;2425727;91
Longecourt-en-Plaine;Orgerus - Béhoust;87393447;78910;B;184840;184840;156359;156359;99230;99230;223446;223446;223646;223646;225459;225459;223046;223046;219288;219288;78
Longueil-Annel;Osny;87381145;95520;B;493755;493755;440124;440124;184327;184327;404587;404587;448518;448518;503619;503619;551666;551666;530495;530495;95
Longuerue - Vieux-Manoir;Paris Austerlitz;87547000;75013;A;19515861;20309128;22281301;22814864;13203603;13602554;21682820;22423095;21821140;22535671;23212805;24037704;23073881;23872118;23300254;24119239;75
Longueville;Paris Saint-Lazare;87384008;75008;A;102910589;137214119;91502192;122002923;114468385;152624513;107340421;143120561;108075780;144101040;109956754;146609005;108771941;145029255;107165727;142887636;75
Lorient Bretagne Sud;Pierrefitte - Stains;87271163;93380;B;10628690;10628690;9196051;9196051;4800915;4800915;9921222;9921222;10088539;10088539;9460414;9460414;8641481;8641481;8580947;8580947;93
Louhossoa;Pont Cardinet;87381111;75017;B;7490334;7490334;6257223;6257223;3309895;3309895;6759706;6759706;6103661;6103661;5633400;5633400;5161047;5161047;3511372;3511372;75
Lourdes;Pont de Rungis Aéroport d'Orly;87546192;94150;B;565341;565341;453089;453089;253935;253935;684422;684422;724937;724937;770494;770494;800574;800574;831672;831672;94
Louveciennes;Pont du Garigliano - Hôpital Européen Georges Pompidou;87393322;75015;B;2199909;2199909;1568414;1568414;1365313;1365313;2663328;2663328;2775337;2775337;2929009;2929009;3017162;3017162;3094718;3094718;75
Luc-en-Diois;Pont Petit;87276154;95310;B;235584;235584;257836;257836;116823;116823;300226;300226;328806;328806;295774;295774;274583;274583;253752;253752;95
Luchon;Rambouillet;87393314;78120;B;3874743;3874743;3141742;3141742;2237887;2237887;4690955;4690955;4924244;4924244;5197945;5197945;5380142;5380142;5551959;5551959;78
Lunas;Rosny Bois Perrier;87113696;93110;B;5348239;5348239;4959155;4959155;3206275;3206275;6404337;6404337;6491187;6491187;6520046;6520046;6464430;6464430;6381483;6381483;93
Lus-la-Croix-Haute;Rosny-sur-Seine;87415885;78710;B;416761;416761;334211;334211;200417;200417;496083;496083;447201;447201;410431;410431;367325;367325;326923;326923;78
Lyon Part Dieu;Rougemont Chanteloup;87431791;93270;B;1642841;1642841;1316379;1316379;2664824;2664824;1916809;1916809;1933062;1933062;1935774;1935774;1901525;1901525;1870285;1870285;93
Mâcon;Saint-Cloud;87382358;92210;B;8275307;8275307;7302705;7302705;4434121;4434121;9074757;9074757;8878763;8878763;8758417;8758417;8462103;8462103;8611117;8611117;92
Magny - Blandainville;Saint-Cyr-l'École;87393223;78210;B;3907455;3907455;3074076;3074076;2275378;2275378;4730879;4730879;4862074;4862074;5019441;5019441;5088041;5088041;5152121;5152121;78
Maintenon;Saint-Fargeau;87682542;77310;B;99778;99778;114066;114066;56040;56040;120792;120792;119266;119266;118313;118313;115100;115100;111544;111544;77
Maisons-Laffitte;Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;78100;B;0;0;0;0;0;0;241825;241825;247908;247908;254373;254373;257161;257161;259013;259013;78
Mandelieu-la-Napoule;Saint-Germain-en-Laye Grande Ceinture;87382804;78100;B;0;0;0;0;0;0;159479;159479;152536;152536;145087;145087;136209;136209;127130;127130;78
Mareil-sur-Mauldre;Sèvres - Ville-d'Avray;87382341;92310;B;2602668;2602668;2383399;2383399;775329;775329;2607842;2607842;2544443;2544443;2500917;2500917;2413013;2413013;2063088;2063088;92
Margaux;Souppes - Château-Landon;87684217;77460;B;563770;563770;597864;597864;375480;375480;691753;691753;674162;674162;684942;684942;656972;656972;643835;643835;77
Marignac - Saint-Béat;Survilliers - Fosses;87276261;95470;B;1745412;1745412;1587227;1587227;911984;911984;2126297;2126297;2119565;2119565;2130542;2130542;2096114;2096114;2050303;2050303;95
Marmagne;Taverny;87276634;95150;B;1535829;1535829;1429505;1429505;714243;714243;1602736;1602736;1641770;1641770;1616718;1616718;1578665;1578665;1535157;1535157;95
Marne-la-Vallée Chessy;Vaucresson;87382267;92420;B;1723886;1723886;1581017;1581017;937830;937830;1785206;1785206;1752992;1752992;1731887;1731887;1676989;1676989;1601731;1601731;92
Marseille Saint-Charles;Vernouillet - Verneuil;87386656;78480;B;2641905;2641905;2116733;2116733;1192386;1192386;2651189;2651189;2666461;2666461;2684922;2684922;2656414;2656414;2613809;2613809;78
Marseille-en-Beauvaisis;Villabé;87681619;91100;B;169143;169143;157742;157742;82639;82639;204775;204775;213167;213167;222934;222934;229174;229174;234474;234474;91
Martigny-les-Bains;Villeneuve-le-Roi;87545277;94290;B;1302024;1302024;1091400;1091400;803594;803594;1576299;1576299;1602239;1602239;1635284;1635284;1637092;1637092;1629780;1629780;94
Masseret;Viroflay Rive Droite;87382887;78220;B;2426142;2426142;2157680;2157680;999544;999544;2698201;2698201;2147701;2147701;1720725;1720725;1350015;1350015;1427232;1427232;78
Meaux;Viry-Châtillon;87681312;91170;B;2061155;2061155;2751658;2751658;1062829;1062829;2495409;2495409;2332852;2332852;2167934;2167934;1981085;1981085;1809467;1809467;91
Mennecy;Vosves;87682500;77190;C;30173;30173;54599;54599;12551;12551;36530;36530;35838;35838;35493;35493;34729;34729;34075;34075;77
Mennessis;Achères Ville;87381657;78260;B;3645213;3645213;2443547;2443547;1597517;1597517;3468208;3468208;3478859;3478859;3497615;3497615;3454567;3454567;3389509;3389509;78
Menton;Andrésy;87381491;78570;B;586872;586872;516688;516688;205140;205140;445551;445551;499012;499012;563440;563440;623470;623470;583871;583871;78
Menton Garavan;Aulnay-sous-Bois;87271411;93600;B;22707800;22707800;21264933;21264933;12900964;12900964;24479374;24479374;24831698;24831698;24926269;24926269;24327097;24327097;23726233;23726233;93
Mérignac Arlac;Avenue du Président Kennedy Maison de Radio France;87543207;75016;B;1464648;1464648;984899;984899;836594;836594;1773182;1773182;1804822;1804822;1836151;1836151;1838993;1838993;1832910;1832910;75
Mervans;Bois-Colombes;87381079;92270;B;5302890;5302890;4906735;4906735;1956992;1956992;5459393;5459393;5453024;5453024;5474708;5474708;5106507;5106507;5307858;5307858;92
Metzervisse;Bourron-Marlotte - Grez;87684118;77780;C;125252;125252;155144;155144;83212;83212;151614;151614;138473;138473;127852;127852;114171;114171;103948;103948;77
Meudon Val Fleury;Cergy le Haut;87382655;95800;B;7096311;7096311;4792833;4792833;3298015;3298015;6739264;6739264;6755489;6755489;6809697;6809697;6743592;6743592;6647546;6647546;95
Mitry - Claye;Champagne-sur-Oise;87276519;95660;B;344537;344537;311096;311096;158430;158430;342276;342276;353481;353481;344530;344530;320066;320066;296487;296487;95
Modane;Champlan;87725457;91160;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91
Moissac;Chars;87381194;95750;B;200713;200713;186583;186583;61405;61405;216668;216668;210567;210567;211762;211762;207620;207620;204576;204576;95
Molsheim;Chilly-Mazarin;87393637;91380;B;848244;848244;455942;455942;343304;343304;1027095;1027095;1025321;1025321;1033197;1033197;1018999;1018999;998852;998852;91
Monaco-Monte-Carlo;Clichy - Levallois;87381129;92110;B;11232100;11232100;9184506;9184506;4471252;4471252;11275885;11275885;10863687;10863687;10745166;10745166;10573894;10573894;8018296;8018296;92
Montargis;Corbeil-Essonnes;87681007;91100;B;8129611;8129611;9146952;9146952;5418465;5418465;9842549;9842549;9324546;9324546;8829062;8829062;8205885;8205885;7600151;7600151;91
Montataire;Domont;87276436;95330;B;2515498;2515498;2377492;2377492;1238904;1238904;2620960;2620960;2694723;2694723;2673396;2673396;2710479;2710479;2734396;2734396;95
Montauban Ville Bourbon;Dourdan La Forêt;87540179;91410;B;344253;344253;633544;633544;226155;226155;416770;416770;374439;374439;343508;343508;307640;307640;273548;273548;91
Montaudran;Écouen - Ézanville;87276394;95440;B;1737430;1737430;1582811;1582811;762769;762769;1881227;1881227;1943954;1943954;1983810;1983810;1939326;1939326;1886129;1886129;95
Montbazon;Émerainville - Pontault-Combault;87116046;77340;B;3975775;3975775;3748002;3748002;2496908;2496908;4748348;4748348;4801461;4801461;4898268;4898268;4892074;4892074;4864507;4864507;77
Mont-Dauphin - Guillestre;Épinay-sur-Orge;87545228;91360;B;2236797;2236797;2095084;2095084;955407;955407;2707994;2707994;2779352;2779352;2860910;2860910;2889983;2889983;2902925;2902925;91
Mont-de-Marsan;Épinay-sur-Seine;87271148;93800;B;5747660;5747660;4459429;4459429;1979635;1979635;4006406;4006406;4210792;4210792;3419097;3419097;2572264;2572264;2700882;2700882;93
Montérolier - Buchy;Épluches;87276147;95310;C;75481;75481;64775;64775;33122;33122;82821;82821;87088;87088;74693;74693;70353;70353;68305;68305;95
Montfavet;Évry-Courcouronnes;87681387;91000;B;9299239;9299239;8307516;8307516;5130572;5130572;11258509;11258509;11133073;11133073;11022956;11022956;10724567;10724567;10369452;10369452;91
Montferrand - Thoraise;Gare routière de La-Voulte-sur-Rhône;87761544;7800;;1406;1406;1042;1042;747;747;601;601;956;956;1029;1029;2023;2023;2053;2053;78
Montfort-le-Gesnois;Gargan;87113860;93320;B;5708651;5708651;4574239;4574239;6591131;6591131;3150620;3150620;3233856;3233856;3297972;3297972;3299886;3299886;3304052;3304052;93
Montmédy;Grand Bourg;87681353;91000;B;249760;249760;603514;603514;141132;141132;302375;302375;336778;336778;376379;376379;412191;412191;450127;450127;91
Montpon-Ménestérol;Gretz-Armainvilliers;87116012;77220;B;832033;832033;662867;662867;436595;436595;881676;881676;904863;904863;930677;930677;938758;938758;943338;943338;77
Montréjeau - Gourdan-Polignan;Grigny Centre;87681379;91350;B;6155100;6155100;8080635;8080635;3822746;3822746;7451784;7451784;7262293;7262293;7046881;7046881;6723757;6723757;6395274;6395274;91
Montreuil;Houilles - Carrières-sur-Seine;87386409;78800;B;15852935;15852935;12067402;12067402;7442169;7442169;15533521;15533521;15190406;15190406;14909464;14909464;14383250;14383250;13827319;13827319;78
Montreuil-Bellay;Isles - Armentières - Congis;87116616;77440;C;85504;85504;98675;98675;53243;53243;103553;103553;103680;103680;103988;103988;102504;102504;100521;100521;77
Montrichard;Juziers;87381558;78820;B;361367;361367;307728;307728;144256;144256;296880;296880;281817;281817;268597;268597;251359;251359;252094;252094;78
Montroc le Planet;La Barre Ormesson;87271171;95170;B;2886266;2886266;2624736;2624736;1355505;1355505;2958201;2958201;2929551;2929551;2884526;2884526;2938751;2938751;2978869;2978869;95
Montry - Condé;La Ferté-sous-Jouarre;87116517;77260;B;1443454;1443454;1912973;1912973;833343;833343;1747522;1747522;1804600;1804600;1904385;1904385;1959154;1959154;1994958;1994958;77
Montsoult - Maffliers;L'Abbaye;87113886;93190;B;939766;939766;753017;753017;1018355;1018355;856326;856326;869325;869325;878787;878787;872604;872604;865256;865256;93
Montsûrs;Lagny - Thorigny;87116319;77400;B;3156126;3156126;2624826;2624826;1587104;1587104;3821213;3821213;3784219;3784219;3760262;3760262;3668740;3668740;3561964;3561964;77
Morez;Le Bras de Fer;87681395;91000;B;2426400;2426400;2262218;2262218;1349141;1349141;2937587;2937587;2961835;2961835;2997353;2997353;2976043;2976043;2937923;2937923;91
Morgny-la-Pommeraye;Les Cabannes;87611574;9310;C;10768;10768;7403;7403;2726;2726;7119;7119;6572;6572;7084;7084;6100;6100;6548;6548;93
Morhange;Les Saules;87546226;94310;B;1030114;1030114;1131310;1131310;548437;548437;1247139;1247139;1281314;1281314;1318722;1318722;1333471;1333471;1345018;1345018;94
Morlaix;L'Hospitalet-près-l'Andorre;87611517;9390;C;16950;16950;10849;10849;6753;6753;12852;12852;14734;14734;18765;18765;20230;20230;21743;21743;93
Morre;Lizy-sur-Ourcq;87116632;77440;B;307473;307473;319296;319296;176418;176418;370060;370060;362132;362132;356523;356523;344061;344061;329876;329876;77
Mortcerf;Luzarches;87276576;95270;B;482916;482916;438258;438258;201311;201311;500028;500028;499525;499525;496949;496949;419434;419434;353586;353586;95
Mouans-Sartoux;Mantes-la-Jolie;87381509;78200;B;8323186;8323186;6799318;6799318;5533654;5533654;11473614;11473614;11017685;11017685;10662194;10662194;10174217;10174217;9474592;9474592;78
Moulis - Listrac;Massy - Palaiseau;87393579;91300;B;3755971;3755971;4675988;4675988;635645;635645;4478681;4478681;4509521;4509521;4592605;4592605;4554175;4554175;4508499;4508499;91
Moult - Argences;Massy - Verrières;87383281;91300;B;272986;272986;372146;372146;46109;46109;330403;330403;322527;322527;316810;316810;304743;304743;292092;292092;91
Muizon;Méry-sur-Oise;87276667;95540;B;687680;687680;628515;628515;488175;488175;670612;670612;675032;675032;648598;648598;643575;643575;636775;636775;95
Mulhouse Zu Rhein;Montgeron - Crosne;87682104;91230;B;3365599;3365599;2431317;2431317;1158916;1158916;4074620;4074620;4167597;4167597;4287891;4287891;4328950;4328950;4348527;4348527;91
Mundolsheim;Montgeroult - Courcelles;87381160;95650;C;24391;24391;21034;21034;11168;11168;19162;19162;22831;22831;27669;27669;32647;32647;31502;31502;95
Murat;Mouroux;87116285;77120;B;93212;93212;89278;89278;59769;59769;112857;112857;115847;115847;120331;120331;122066;122066;123599;123599;77
Mutzig;Noisy-le-Sec;87113217;93130;B;15647951;15647951;12963317;12963317;8762930;8762930;17495563;17495563;17492523;17492523;17446860;17446860;17100556;17100556;16693722;16693722;93
Narbonne;Pantin;87113209;93500;B;8207191;8207191;5100100;5100100;3862190;3862190;8005187;8005187;8231485;8231485;8472409;8472409;8551965;8551965;8605431;8605431;93
Nemours - Saint-Pierre;Plaisir - Grignon;87393421;78370;B;2336338;2336338;2204517;2204517;1425832;1425832;2824885;2824885;2913422;2913422;3031163;3031163;3086849;3086849;3129448;3129448;78
Neuville-sur-Sarthe;Plaisir - Les Clayes;87393629;78370;B;795995;795995;705344;705344;474628;474628;964713;964713;1031961;1031961;1097193;1097193;1152074;1152074;1203531;1203531;78
Nice;Pontoise;87276139;95300;B;7676107;7676107;7186870;7186870;4540241;4540241;7951035;7951035;8172721;8172721;8065338;8065338;7866331;7866331;7392889;7392889;95
Nux-les-Mines;Porchefontaine;87393165;78000;B;723565;723565;545751;545751;398498;398498;875987;875987;902371;902371;933001;933001;946641;946641;956155;956155;78
Nogent - Le Perreux;Ris-Orangis;87681338;91130;B;1133508;1133508;1059715;1059715;557733;557733;1372333;1372333;1456780;1456780;1544557;1544557;1608103;1608103;1668234;1668234;91
Nogent-l'Artaud - Charly;Roissy-en-Brie;87116038;77680;B;2879867;2879867;2912276;2912276;1913470;1913470;3304512;3304512;3326124;3326124;3354377;3354377;3322409;3322409;3272883;3272883;77
Notre-Dame de Briançon;Rosny-sous-Bois;87113704;93110;B;5361506;5361506;3952618;3952618;2380920;2380920;5908117;5908117;5829896;5829896;5754371;5754371;5579980;5579980;5384161;5384161;93
Nouvion-sur-Meuse;Saint-Michel Notre-Dame;87547315;75005;B;22763184;22763184;22555924;22555924;6469340;6469340;27558327;27558327;29157305;29157305;30766769;30766769;31920430;31920430;32959046;32959046;75
Nurieux-Volognat;Saint-Michel-sur-Orge;87545202;91240;B;2863633;2863633;2116656;2116656;1640067;1640067;3466862;3466862;3439611;3439611;3427512;3427512;3345767;3345767;3252456;3252456;91
Olette - Canaveilles;Santeuil - Le Perchay;87381186;95640;C;35168;35168;38184;38184;10628;10628;20305;20305;25450;25450;32353;32353;39950;39950;39355;39355;95
Origny-en-Thiérache;Sarcelles - Saint-Brice;87276386;95200;B;5440971;5440971;4889833;4889833;1368690;1368690;5638420;5638420;5684113;5684113;5658290;5658290;5628043;5628043;5570586;5570586;95
Ormoy-Villers;Savigny-le-Temple - Nandy;87682187;77176;B;3489606;3489606;2873678;2873678;2133225;2133225;4226403;4226403;4247062;4247062;4281204;4281204;4232841;4232841;4167641;4167641;77
Ors;Seugy;87272039;95270;C;60917;60917;47222;47222;13795;13795;65028;65028;56226;56226;58733;58733;56981;56981;55410;55410;95
Ozoir-la-Ferrière;Sèvres Rive Gauche;87393124;92310;B;1725455;1725455;1413967;1413967;1140032;1140032;2089735;2089735;2206397;2206397;2355947;2355947;2460880;2460880;2555121;2555121;92
Pagny-sur-Meuse;Stade de France Saint-Denis;87164780;93200;B;7844102;7844102;4425669;4425669;3879984;3879984;9511865;9511865;9616737;9616737;9890614;9890614;9915895;9915895;9893704;9893704;93
Paimpol;Trappes;87393835;78190;B;3413529;3413529;3020129;3020129;2197802;2197802;4133446;4133446;4193129;4193129;4291263;4291263;4324488;4324488;4341910;4341910;78
Pamiers;Triel-sur-Seine;87381806;78510;B;771326;771326;687786;687786;236971;236971;463897;463897;505248;505248;553796;553796;594291;594291;585508;585508;78
Parempuyre;Val d'Argenteuil;87381798;95100;B;6287678;6287678;5607085;5607085;3403105;3403105;6554397;6554397;6368082;6368082;6168065;6168065;5880591;5880591;5693475;5693475;95
Paris Gare du Nord;Val de Fontenay;87113712;94120;B;16450965;16450965;22148961;22148961;17692029;17692029;17693555;17693555;17739617;17739617;17900299;17900299;17683219;17683219;17396627;17396627;94
Paris Montparnasse;Varilhes;87611327;9120;C;54551;54551;37204;37204;22937;22937;44325;44325;33531;33531;43364;43364;45531;45531;50304;50304;91
Parthenay;Villeneuve Triage;87681809;94190;B;1092378;1092378;1065829;1065829;450589;450589;1322503;1322503;1381636;1381636;1439542;1439542;1472868;1472868;1502738;1502738;94
Pas des Lanciers;Villeparisis - Mitry-le-Neuf;87271510;77270;B;3855727;3855727;3280952;3280952;2035390;2035390;4668437;4668437;4567191;4567191;4475328;4475328;4306598;4306598;4124084;4124084;77
Peltre;Villepinte;87271452;93420;B;2192462;2192462;2000408;2000408;1325500;1325500;2654695;2654695;2575413;2575413;2495574;2495574;2374993;2374993;2254753;2254753;93
Péreire - Levallois;Villepreux - Les Clayes;87393413;78340;B;1665949;1665949;1318558;1318558;883515;883515;2017279;2017279;2056096;2056096;2105241;2105241;2113817;2113817;2111452;2111452;78
Pérenchies;;;;;;;;;;;;;;;;;;;;;
Phalempin;;;;;;;;;;;;;;;;;;;;;
Plénée-Jugon;;;;;;;;;;;;;;;;;;;;;
Pleyber-Christ;;;;;;;;;;;;;;;;;;;;;
Plounérin;;;;;;;;;;;;;;;;;;;;;
Plouvara - Plerneuf;;;;;;;;;;;;;;;;;;;;;
Poissy;;;;;;;;;;;;;;;;;;;;;
Poitiers;;;;;;;;;;;;;;;;;;;;;
Poliénas;;;;;;;;;;;;;;;;;;;;;
Poligny;;;;;;;;;;;;;;;;;;;;;
Pons;;;;;;;;;;;;;;;;;;;;;
Pont de l'Alma;;;;;;;;;;;;;;;;;;;;;
Pont-d'Ain;;;;;;;;;;;;;;;;;;;;;
Pont-de-Buis;;;;;;;;;;;;;;;;;;;;;
Pont-du-Château;;;;;;;;;;;;;;;;;;;;;
Ponthierry - Pringy;;;;;;;;;;;;;;;;;;;;;
Pont-Melvez;;;;;;;;;;;;;;;;;;;;;
Pontrieux Halte;;;;;;;;;;;;;;;;;;;;;
Port Boulet;;;;;;;;;;;;;;;;;;;;;
Port-Brillet;;;;;;;;;;;;;;;;;;;;;
Porte de Clichy;;;;;;;;;;;;;;;;;;;;;
Port-la-Nouvelle;;;;;;;;;;;;;;;;;;;;;
Port-Vendres;;;;;;;;;;;;;;;;;;;;;
Provins;;;;;;;;;;;;;;;;;;;;;
Puteaux;;;;;;;;;;;;;;;;;;;;;
Quesnoy-sur-Deûle;;;;;;;;;;;;;;;;;;;;;
Questembert;;;;;;;;;;;;;;;;;;;;;
Quiberon;;;;;;;;;;;;;;;;;;;;;
Quincieux;;;;;;;;;;;;;;;;;;;;;
Raedersheim;;;;;;;;;;;;;;;;;;;;;
Rassuen;;;;;;;;;;;;;;;;;;;;;
Reichshoffen;;;;;;;;;;;;;;;;;;;;;
Reims;;;;;;;;;;;;;;;;;;;;;
Rémilly;;;;;;;;;;;;;;;;;;;;;
Remiremont;;;;;;;;;;;;;;;;;;;;;
Remoulins;;;;;;;;;;;;;;;;;;;;;
Remy;;;;;;;;;;;;;;;;;;;;;
Renescure;;;;;;;;;;;;;;;;;;;;;
Rennes;;;;;;;;;;;;;;;;;;;;;
Retiers;;;;;;;;;;;;;;;;;;;;;
Revin;;;;;;;;;;;;;;;;;;;;;
Ria-Sirach;;;;;;;;;;;;;;;;;;;;;
Richwiller;;;;;;;;;;;;;;;;;;;;;
Rieux - Angicourt;;;;;;;;;;;;;;;;;;;;;
Riom - Châtel-Guyon;;;;;;;;;;;;;;;;;;;;;
Roche-lez-Beaupré;;;;;;;;;;;;;;;;;;;;;
Roeschwoog;;;;;;;;;;;;;;;;;;;;;
Romanèche-Thorins;;;;;;;;;;;;;;;;;;;;;
Romorantin Blanc Argent;;;;;;;;;;;;;;;;;;;;;
Roscoff;;;;;;;;;;;;;;;;;;;;;
Rouffach;;;;;;;;;;;;;;;;;;;;;
Rouillé;;;;;;;;;;;;;;;;;;;;;
Royan;;;;;;;;;;;;;;;;;;;;;
Ruminghem;;;;;;;;;;;;;;;;;;;;;
Sablé-sur-Sarthe;;;;;;;;;;;;;;;;;;;;;
Sain-Bel;;;;;;;;;;;;;;;;;;;;;
Saint-Agnan;;;;;;;;;;;;;;;;;;;;;
Saint-Aignan - Noyers;;;;;;;;;;;;;;;;;;;;;
Saint-Aigulin - La Roche-Chalais;;;;;;;;;;;;;;;;;;;;;
Saint-Amand-Longpré;;;;;;;;;;;;;;;;;;;;;
Saint-André-lez-Lille;;;;;;;;;;;;;;;;;;;;;
Saint-Christophe-Vallon;;;;;;;;;;;;;;;;;;;;;
Saint-Clair - Les Roches;;;;;;;;;;;;;;;;;;;;;
Saint-Cyprien Arènes;;;;;;;;;;;;;;;;;;;;;
Saint-Dizier;;;;;;;;;;;;;;;;;;;;;
Sainte-Colombe Septveilles;;;;;;;;;;;;;;;;;;;;;
Sainte-Pazanne;;;;;;;;;;;;;;;;;;;;;
Saint-Erme-Outre-et-Ramecourt;;;;;;;;;;;;;;;;;;;;;
Saintes;;;;;;;;;;;;;;;;;;;;;
Saint-Féliu-d'Avall;;;;;;;;;;;;;;;;;;;;;
Saint-Georges-de-Commiers;;;;;;;;;;;;;;;;;;;;;
Saint-Gilles-Croix-de-Vie;;;;;;;;;;;;;;;;;;;;;
Saint-Hilaire-au-Temple;;;;;;;;;;;;;;;;;;;;;
Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;;;;;
Saint-Jean-de-Luz - Ciboure;;;;;;;;;;;;;;;;;;;;;
Saint-Joseph le Castellas;;;;;;;;;;;;;;;;;;;;;
Saint-Julien-du-Sault;;;;;;;;;;;;;;;;;;;;;
Saint-Laurent - Gainneville;;;;;;;;;;;;;;;;;;;;;
Saint-Léon-sur-l'Isle;;;;;;;;;;;;;;;;;;;;;
Saint-Leu-d'Esserent;;;;;;;;;;;;;;;;;;;;;
Saint-Leu-la-Forêt;;;;;;;;;;;;;;;;;;;;;
Saint-Lô;;;;;;;;;;;;;;;;;;;;;
Saint-Lothain;;;;;;;;;;;;;;;;;;;;;
Saint-Louis les Aygalades;;;;;;;;;;;;;;;;;;;;;
Saint-Macaire;;;;;;;;;;;;;;;;;;;;;
Saint-Malo;;;;;;;;;;;;;;;;;;;;;
Saint-Marcel en Dombes;;;;;;;;;;;;;;;;;;;;;
Saint-Martin d'Étampes;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-d'Oney;;;;;;;;;;;;;;;;;;;;;
Saint-Médard-de-Guizières;;;;;;;;;;;;;;;;;;;;;
Saint-Nom-la-Bretèche Forêt de Marly;;;;;;;;;;;;;;;;;;;;;
Saint-Ouen;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-sur-Dives;;;;;;;;;;;;;;;;;;;;;
Saint-Priest;;;;;;;;;;;;;;;;;;;;;
Saint-Quentin-Fallavier;;;;;;;;;;;;;;;;;;;;;
Saint-Remy-en-l'Eau;;;;;;;;;;;;;;;;;;;;;
Saint-Romain-le-Puy;;;;;;;;;;;;;;;;;;;;;
Saint-Sébastien Frêne Rond;;;;;;;;;;;;;;;;;;;;;
Saint-Seurin-sur-l'Isle;;;;;;;;;;;;;;;;;;;;;
Saint-Sulpice - Auteuil;;;;;;;;;;;;;;;;;;;;;
Saint-Vallier sur Rhône;;;;;;;;;;;;;;;;;;;;;
Saint-Vincent le Château;;;;;;;;;;;;;;;;;;;;;
Salles-Courbatiès;;;;;;;;;;;;;;;;;;;;;
Sarlat-la-Canéda;;;;;;;;;;;;;;;;;;;;;
Sarreinsming;;;;;;;;;;;;;;;;;;;;;
Saulxures;;;;;;;;;;;;;;;;;;;;;
Savenay;;;;;;;;;;;;;;;;;;;;;
Savennières - Béhuard;;;;;;;;;;;;;;;;;;;;;
Saverne;;;;;;;;;;;;;;;;;;;;;
Savigny-sur-Orge;;;;;;;;;;;;;;;;;;;;;
Scherwiller;;;;;;;;;;;;;;;;;;;;;
Schweighouse-sur-Moder;;;;;;;;;;;;;;;;;;;;;
Seclin;;;;;;;;;;;;;;;;;;;;;
Sénas;;;;;;;;;;;;;;;;;;;;;
Septèmes-les-Vallons;;;;;;;;;;;;;;;;;;;;;
Sermizelles - Vézelay;;;;;;;;;;;;;;;;;;;;;
Servas - Lent;;;;;;;;;;;;;;;;;;;;;
Sévérac;;;;;;;;;;;;;;;;;;;;;
Sevran Beaudottes;;;;;;;;;;;;;;;;;;;;;
Sierentz;;;;;;;;;;;;;;;;;;;;;
Sillé-le-Guillaume;;;;;;;;;;;;;;;;;;;;;
Sillery;;;;;;;;;;;;;;;;;;;;;
Soultz-sous-Forêts;;;;;;;;;;;;;;;;;;;;;
Stains La Cerisaie T11;;;;;;;;;;;;;;;;;;;;;
Surdon;;;;;;;;;;;;;;;;;;;;;
Tain-l'Hermitage - Tournon;;;;;;;;;;;;;;;;;;;;;
