Nom de la gare;Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;Code Postal
Nice Saint-Augustin;;;;;;;;;;;;;;;;;;;;;
Nieul;;;;;;;;;;;;;;;;;;;;;
Niort;;;;;;;;;;;;;;;;;;;;;
Nissan;;;;;;;;;;;;;;;;;;;;;
Nogent-le-Rotrou;;;;;;;;;;;;;;;;;;;;;
Noirétable;;;;;;;;;;;;;;;;;;;;;
Noizay;;;;;;;;;;;;;;;;;;;;;
Nort-sur-Erdre;;;;;;;;;;;;;;;;;;;;;
Notre-Dame-d'Oé;;;;;;;;;;;;;;;;;;;;;
Novéant-sur-Moselle;;;;;;;;;;;;;;;;;;;;;
Noyal - Acigné;;;;;;;;;;;;;;;;;;;;;
Nozières - Brignon;;;;;;;;;;;;;;;;;;;;;
Objat;;;;;;;;;;;;;;;;;;;;;
Ollioules - Sanary-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Olonne-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Onville;;;;;;;;;;;;;;;;;;;;;
Orchamps;;;;;;;;;;;;;;;;;;;;;
Orchies;;;;;;;;;;;;;;;;;;;;;
Orthez;;;;;;;;;;;;;;;;;;;;;
Ossun;;;;;;;;;;;;;;;;;;;;;
Ouges;;;;;;;;;;;;;;;;;;;;;
Pamproux;;;;;;;;;;;;;;;;;;;;;
Paray-le-Monial;;;;;;;;;;;;;;;;;;;;;
Parent - Coudes - Champeix;;;;;;;;;;;;;;;;;;;;;
Pargny-sur-Saulx;;;;;;;;;;;;;;;;;;;;;
Parsac - Gouzon;;;;;;;;;;;;;;;;;;;;;
Pauillac;;;;;;;;;;;;;;;;;;;;;
Peillon Sainte-Thècle;;;;;;;;;;;;;;;;;;;;;
Pertuis;;;;;;;;;;;;;;;;;;;;;
Pessac Alouette;;;;;;;;;;;;;;;;;;;;;
Petit Jouy - Les Loges;;;;;;;;;;;;;;;;;;;;;
Petit Vaux;;;;;;;;;;;;;;;;;;;;;
Picquigny;;;;;;;;;;;;;;;;;;;;;
Pierre-Bénite;;;;;;;;;;;;;;;;;;;;;
Pierrelaye;;;;;;;;;;;;;;;;;;;;;
Pierreville;;;;;;;;;;;;;;;;;;;;;
Pihen-lès-Guînes;;;;;;;;;;;;;;;;;;;;;
Planès;;;;;;;;;;;;;;;;;;;;;
Plestan;;;;;;;;;;;;;;;;;;;;;
Pleudihen-sur-Rance;;;;;;;;;;;;;;;;;;;;;
Podensac;;;;;;;;;;;;;;;;;;;;;
Poix-de-Picardie;;;;;;;;;;;;;;;;;;;;;
Pomas;;;;;;;;;;;;;;;;;;;;;
Pont de la Deûle;;;;;;;;;;;;;;;;;;;;;
Pont de Sallaumines;;;;;;;;;;;;;;;;;;;;;
Pontchaillou;;;;;;;;;;;;;;;;;;;;;
Pontcharra - Saint-Forgeux;;;;;;;;;;;;;;;;;;;;;
Pontcharra sur Bréda;;;;;;;;;;;;;;;;;;;;;
Pont-Hébert;;;;;;;;;;;;;;;;;;;;;
Pontivy;;;;;;;;;;;;;;;;;;;;;
Pontorson - Mont-Saint-Michel;;;;;;;;;;;;;;;;;;;;;
Pont-sur-Yonne;;;;;;;;;;;;;;;;;;;;;
Port-de-Piles;;;;;;;;;;;;;;;;;;;;;
Porté-Puymorens;;;;;;;;;;;;;;;;;;;;;
Pougny - Chancy;;;;;;;;;;;;;;;;;;;;;
Pougues-les-Eaux;;;;;;;;;;;;;;;;;;;;;
Pouru-Saint-Rémy;;;;;;;;;;;;;;;;;;;;;
Preignac;;;;;;;;;;;;;;;;;;;;;
Presles Courcelles;;;;;;;;;;;;;;;;;;;;;
Pringy;;;;;;;;;;;;;;;;;;;;;
Prissé-la-Charrière;;;;;;;;;;;;;;;;;;;;;
Quédillac;;;;;;;;;;;;;;;;;;;;;
Rai - Aube;;;;;;;;;;;;;;;;;;;;;
Ranspach;;;;;;;;;;;;;;;;;;;;;
Razac-sur-l'Isle;;;;;;;;;;;;;;;;;;;;;
Réaumont - Saint-Cassien;;;;;;;;;;;;;;;;;;;;;
Recquignies;;;;;;;;;;;;;;;;;;;;;
Reignier;;;;;;;;;;;;;;;;;;;;;
Retournac;;;;;;;;;;;;;;;;;;;;;
Riedseltz;;;;;;;;;;;;;;;;;;;;;
Rives;;;;;;;;;;;;;;;;;;;;;
Rixheim;;;;;;;;;;;;;;;;;;;;;
Rux;;;;;;;;;;;;;;;;;;;;;
Ronchamp;;;;;;;;;;;;;;;;;;;;;
Rosheim;;;;;;;;;;;;;;;;;;;;;
Rosières-aux-Salines;;;;;;;;;;;;;;;;;;;;;
Rosult;;;;;;;;;;;;;;;;;;;;;
Roubaix;;;;;;;;;;;;;;;;;;;;;
Ruelle-sur-Touvre;;;;;;;;;;;;;;;;;;;;;
Rungis La Fraternelle;;;;;;;;;;;;;;;;;;;;;
Saillat - Chassenon;;;;;;;;;;;;;;;;;;;;;
Sains-du-Nord;;;;;;;;;;;;;;;;;;;;;
Saint-Amand-Montrond - Orval;;;;;;;;;;;;;;;;;;;;;
Saint-Amarin;;;;;;;;;;;;;;;;;;;;;
Saint-André-de-Corcy;;;;;;;;;;;;;;;;;;;;;
Saint-Antoine-de-Breuilh;;;;;;;;;;;;;;;;;;;;;
Saint-Antoine-du-Rocher;;;;;;;;;;;;;;;;;;;;;
Saint-Avre - La Chambre;;;;;;;;;;;;;;;;;;;;;
Saint-Brice-sur-Vienne;;;;;;;;;;;;;;;;;;;;;
Saint-Césaire;;;;;;;;;;;;;;;;;;;;;
Saint-Chéron;;;;;;;;;;;;;;;;;;;;;
Saint-Dalmas de Tende;;;;;;;;;;;;;;;;;;;;;
Saint-Denis;;;;;;;;;;;;;;;;;;;;;
Saint-Denis-de-Pile;;;;;;;;;;;;;;;;;;;;;
Saint-Denis-des-Murs;;;;;;;;;;;;;;;;;;;;;
Saint-Denis-lès-Martel;;;;;;;;;;;;;;;;;;;;;
Saint-Dié-des-Vosges;;;;;;;;;;;;;;;;;;;;;
Sainte-Colombe;;;;;;;;;;;;;;;;;;;;;
Sainte-Eulalie - Carbon-Blanc;;;;;;;;;;;;;;;;;;;;;
Sainte-Gauburge;;;;;;;;;;;;;;;;;;;;;
Sainte-Léocadie;;;;;;;;;;;;;;;;;;;;;
Sainte-Marthe en Provence;;;;;;;;;;;;;;;;;;;;;
Sainte-Maure - Noyant;;;;;;;;;;;;;;;;;;;;;
Saint-Étienne Carnot;;;;;;;;;;;;;;;;;;;;;
Saint-Étienne Le Clapier;;;;;;;;;;;;;;;;;;;;;
Saint-Étienne-du-Rouvray;;;;;;;;;;;;;;;;;;;;;
Saint-Florentin - Vergigny;;;;;;;;;;;;;;;;;;;;;
Saint-Flour - Chaudes-Aigues;;;;;;;;;;;;;;;;;;;;;
Saint-Germain-les-Belles;;;;;;;;;;;;;;;;;;;;;
Saint-Gervais-les-Bains Le Fayet;;;;;;;;;;;;;;;;;;;;;
Saint-Gilles Lycée Haut-Rhin;;;;;;;;;;;;;;;;;;;;;
Saint-Hilaire - Brizambourg;;;;;;;;;;;;;;;;;;;;;
Saint-Jean-de-Verges;;;;;;;;;;;;;;;;;;;;;
Saint-Jodard;;;;;;;;;;;;;;;;;;;;;
Saint-Just-en-Chaussée;;;;;;;;;;;;;;;;;;;;;
Saint-Laurent-en-Grandvaux;;;;;;;;;;;;;;;;;;;;;
Saint-Mammès;;;;;;;;;;;;;;;;;;;;;
Saint-Martory;;;;;;;;;;;;;;;;;;;;;
Saint-Mathurin-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Saint-Médard-sur-Ille;;;;;;;;;;;;;;;;;;;;;
Saint-Michel-sur-Meurthe;;;;;;;;;;;;;;;;;;;;;
Saint-Ouen-l'Aumône;;;;;;;;;;;;;;;;;;;;;
Saint-Ouen-l'Aumône Quartier de l'Église;;;;;;;;;;;;;;;;;;;;;
Saint-Paul-de-Varax;;;;;;;;;;;;;;;;;;;;;
Saint-Piat;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-d'Aurillac;;;;;;;;;;;;;;;;;;;;;
Saint-Quentin en Yvelines - Montigny-le-Bretonneux;;;;;;;;;;;;;;;;;;;;;
Saint-Roch;;;;;;;;;;;;;;;;;;;;;
Saint-Sébastien Pas Enchantés;;;;;;;;;;;;;;;;;;;;;
Saint-Sulpice-Laurière;;;;;;;;;;;;;;;;;;;;;
Saint-Vincent-de-Tyrosse;;;;;;;;;;;;;;;;;;;;;
Saléchan - Siradan;;;;;;;;;;;;;;;;;;;;;
Sallaumines;;;;;;;;;;;;;;;;;;;;;
Salomé;;;;;;;;;;;;;;;;;;;;;
Sannois;;;;;;;;;;;;;;;;;;;;;
Santenay les Bains;;;;;;;;;;;;;;;;;;;;;
Santes;;;;;;;;;;;;;;;;;;;;;
Saône;;;;;;;;;;;;;;;;;;;;;
Sarliève - Cournon;;;;;;;;;;;;;;;;;;;;;
Sathonay - Rillieux;;;;;;;;;;;;;;;;;;;;;
Saulon;;;;;;;;;;;;;;;;;;;;;
Saverdun;;;;;;;;;;;;;;;;;;;;;
Sélestat;;;;;;;;;;;;;;;;;;;;;
Sennecey-le-Grand;;;;;;;;;;;;;;;;;;;;;
Sérifontaine;;;;;;;;;;;;;;;;;;;;;
Sermaise;;;;;;;;;;;;;;;;;;;;;
Sevran - Livry;;;;;;;;;;;;;;;;;;;;;
Sisteron;;;;;;;;;;;;;;;;;;;;;
Somain;;;;;;;;;;;;;;;;;;;;;
Strasbourg Roethig;;;;;;;;;;;;;;;;;;;;;
Suresnes Mont Valérien;;;;;;;;;;;;;;;;;;;;;
Surgères;;;;;;;;;;;;;;;;;;;;;
Taconnaz;;;;;;;;;;;;;;;;;;;;;
Tanus;;;;;;;;;;;;;;;;;;;;;
Tarbes;;;;;;;;;;;;;;;;;;;;;
Teillé;;;;;;;;;;;;;;;;;;;;;
Terrasson-Lavilledieu;;;;;;;;;;;;;;;;;;;;;
Tessonnières;;;;;;;;;;;;;;;;;;;;;
Thann;;;;;;;;;;;;;;;;;;;;;
Thaon;;;;;;;;;;;;;;;;;;;;;
Thésée;;;;;;;;;;;;;;;;;;;;;
Thonon-les-Bains;;;;;;;;;;;;;;;;;;;;;
Thun le Paradis;;;;;;;;;;;;;;;;;;;;;
Tieffenbach - Struth;;;;;;;;;;;;;;;;;;;;;
Tonnerre;;;;;;;;;;;;;;;;;;;;;
Toulouse Matabiau;;;;;;;;;;;;;;;;;;;;;
Tournan-en-Brie;;;;;;;;;;;;;;;;;;;;;
Toury;;;;;;;;;;;;;;;;;;;;;
Trélazé;;;;;;;;;;;;;;;;;;;;;
Trilport;;;;;;;;;;;;;;;;;;;;;
Urmatt;;;;;;;;;;;;;;;;;;;;;
Us;;;;;;;;;;;;;;;;;;;;;
Uzerche;;;;;;;;;;;;;;;;;;;;;
Vaas;;;;;;;;;;;;;;;;;;;;;
Valleroy - Moineville;;;;;;;;;;;;;;;;;;;;;
Valmondois;;;;;;;;;;;;;;;;;;;;;
Vaumoise;;;;;;;;;;;;;;;;;;;;;
Vauvert;;;;;;;;;;;;;;;;;;;;;
Vélines;;;;;;;;;;;;;;;;;;;;;
Vendeuvre-sur-Barse;;;;;;;;;;;;;;;;;;;;;
Verrey-sous-Salmaise;;;;;;;;;;;;;;;;;;;;;
Versigny;;;;;;;;;;;;;;;;;;;;;
Vert Galant;;;;;;;;;;;;;;;;;;;;;
Vertou;;;;;;;;;;;;;;;;;;;;;
Vesoul;;;;;;;;;;;;;;;;;;;;;
Vézelise;;;;;;;;;;;;;;;;;;;;;
Vic - Mireval;;;;;;;;;;;;;;;;;;;;;
Vic-le-Comte;;;;;;;;;;;;;;;;;;;;;
Vienne;;;;;;;;;;;;;;;;;;;;;
Viévola;;;;;;;;;;;;;;;;;;;;;
Villaines-sous-Bois;;;;;;;;;;;;;;;;;;;;;
Villefort;;;;;;;;;;;;;;;;;;;;;
Villefranche-de-Rouergue;;;;;;;;;;;;;;;;;;;;;
Villeherviers;;;;;;;;;;;;;;;;;;;;;
Villeneuve-la-Guyard;;;;;;;;;;;;;;;;;;;;;
Villeneuve-Loubet;;;;;;;;;;;;;;;;;;;;;
Villeneuve-Saint-Georges;;;;;;;;;;;;;;;;;;;;;
Villereversure;;;;;;;;;;;;;;;;;;;;;
Villiers Montbarbin;;;;;;;;;;;;;;;;;;;;;
Virieu sur Bourbre;;;;;;;;;;;;;;;;;;;;;
Viroflay Rive Gauche;;;;;;;;;;;;;;;;;;;;;
Vitry-en-Artois;;;;;;;;;;;;;;;;;;;;;
Viviers-du-Lac;;;;;;;;;;;;;;;;;;;;;
Viviez - Decazeville;;;;;;;;;;;;;;;;;;;;;
Voellerdingen;;;;;;;;;;;;;;;;;;;;;
Voiron;;;;;;;;;;;;;;;;;;;;;
Volvic;;;;;;;;;;;;;;;;;;;;;
Vonnas;;;;;;;;;;;;;;;;;;;;;
Vorey;;;;;;;;;;;;;;;;;;;;;
Vougeot - Gilly-lès-Cîteaux;;;;;;;;;;;;;;;;;;;;;
Voujeaucourt;;;;;;;;;;;;;;;;;;;;;
Vraincourt - Viéville;;;;;;;;;;;;;;;;;;;;;
Vrigne-Meuse;;;;;;;;;;;;;;;;;;;;;
Wallers;;;;;;;;;;;;;;;;;;;;;
Wambrechies;;;;;;;;;;;;;;;;;;;;;
Watten - Éperlecques;;;;;;;;;;;;;;;;;;;;;
Wihr-au-Val - Soultzbach;;;;;;;;;;;;;;;;;;;;;
Agay;;;;;;;;;;;;;;;;;;;;;
Agde;;;;;;;;;;;;;;;;;;;;;
Albens;;;;;;;;;;;;;;;;;;;;;
Albi Madeleine;;;;;;;;;;;;;;;;;;;;;
Ambérieu-en-Bugey;;;;;;;;;;;;;;;;;;;;;
Ambronay - Priay;;;;;;;;;;;;;;;;;;;;;
Anchamps;;;;;;;;;;;;;;;;;;;;;
Annappes;;;;;;;;;;;;;;;;;;;;;
Anse;;;;;;;;;;;;;;;;;;;;;
Anthéor Cap Roux;;;;;;;;;;;;;;;;;;;;;
Apach;;;;;;;;;;;;;;;;;;;;;
Appilly;;;;;;;;;;;;;;;;;;;;;
Arenc Euroméditerranée;;;;;;;;;;;;;;;;;;;;;
Argelès-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Argentan;;;;;;;;;;;;;;;;;;;;;
Asnières-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Assat;;;;;;;;;;;;;;;;;;;;;
Aubagne;;;;;;;;;;;;;;;;;;;;;
Auchy-lès-Hesdin;;;;;;;;;;;;;;;;;;;;;
Audrieu;;;;;;;;;;;;;;;;;;;;;
Auffay;;;;;;;;;;;;;;;;;;;;;
Aulnoye-Aymeries;;;;;;;;;;;;;;;;;;;;;
Aumont-Aubrac;;;;;;;;;;;;;;;;;;;;;
Auneau;;;;;;;;;;;;;;;;;;;;;
Avallon;;;;;;;;;;;;;;;;;;;;;
Bailleau-le-Pin;;;;;;;;;;;;;;;;;;;;;
Bailly T13;;;;;;;;;;;;;;;;;;;;;
Baisieux;;;;;;;;;;;;;;;;;;;;;
Banassac - La Canourgue;;;;;;;;;;;;;;;;;;;;;
Banyuls-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Barjac;;;;;;;;;;;;;;;;;;;;;
Barr;;;;;;;;;;;;;;;;;;;;;
Basse-Ham;;;;;;;;;;;;;;;;;;;;;
Baume-les-Dames;;;;;;;;;;;;;;;;;;;;;
Bauvin - Provin;;;;;;;;;;;;;;;;;;;;;
Beaugency;;;;;;;;;;;;;;;;;;;;;
Beauvais;;;;;;;;;;;;;;;;;;;;;
Bécon les Bruyères;;;;;;;;;;;;;;;;;;;;;
Bedous;;;;;;;;;;;;;;;;;;;;;
Bègles;;;;;;;;;;;;;;;;;;;;;
Belleville sur Sâone;;;;;;;;;;;;;;;;;;;;;
Bellignat;;;;;;;;;;;;;;;;;;;;;
Belloy - Saint-Martin;;;;;;;;;;;;;;;;;;;;;
Belvès;;;;;;;;;;;;;;;;;;;;;
Bergerac;;;;;;;;;;;;;;;;;;;;;
Berlaimont;;;;;;;;;;;;;;;;;;;;;
Berre;;;;;;;;;;;;;;;;;;;;;
Bertrichamps;;;;;;;;;;;;;;;;;;;;;
Bertry;;;;;;;;;;;;;;;;;;;;;
Besançon Viotte;;;;;;;;;;;;;;;;;;;;;
Bessancourt;;;;;;;;;;;;;;;;;;;;;
Bessay-sur-Allier;;;;;;;;;;;;;;;;;;;;;
Béthune;;;;;;;;;;;;;;;;;;;;;
Bigny;;;;;;;;;;;;;;;;;;;;;
Bitche;;;;;;;;;;;;;;;;;;;;;
Bitschwiller-lès-Thann;;;;;;;;;;;;;;;;;;;;;
Blaisy-Bas;;;;;;;;;;;;;;;;;;;;;
Blangy-sur-Bresle;;;;;;;;;;;;;;;;;;;;;
Boën-sur-Lignon;;;;;;;;;;;;;;;;;;;;;
Bogny-sur-Meuse;;;;;;;;;;;;;;;;;;;;;
Boisleux-au-Mont;;;;;;;;;;;;;;;;;;;;;
Bonneval;;;;;;;;;;;;;;;;;;;;;
Bonneville;;;;;;;;;;;;;;;;;;;;;
Bonnières-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Bonson;;;;;;;;;;;;;;;;;;;;;
Bords;;;;;;;;;;;;;;;;;;;;;
Bouaye;;;;;;;;;;;;;;;;;;;;;
Boulogne-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Bourg-Madame;;;;;;;;;;;;;;;;;;;;;
Bourgneuf-en-Retz;;;;;;;;;;;;;;;;;;;;;
Boussy-Saint-Antoine;;;;;;;;;;;;;;;;;;;;;
Bouy;;;;;;;;;;;;;;;;;;;;;
Brazey-en-Plaine;;;;;;;;;;;;;;;;;;;;;
Breitenbach;;;;;;;;;;;;;;;;;;;;;
Breteuil;;;;;;;;;;;;;;;;;;;;;
Bretoncelles;;;;;;;;;;;;;;;;;;;;;
Briare;;;;;;;;;;;;;;;;;;;;;
Brion - Laizy;;;;;;;;;;;;;;;;;;;;;
Brion - Montréal-la-Cluse;;;;;;;;;;;;;;;;;;;;;
Brioude;;;;;;;;;;;;;;;;;;;;;
Briouze;;;;;;;;;;;;;;;;;;;;;
Brive-la-Gaillarde;;;;;;;;;;;;;;;;;;;;;
Broons;;;;;;;;;;;;;;;;;;;;;
Brou;;;;;;;;;;;;;;;;;;;;;
Brumath;;;;;;;;;;;;;;;;;;;;;
Brunstatt;;;;;;;;;;;;;;;;;;;;;
Bueil;;;;;;;;;;;;;;;;;;;;;
Busigny;;;;;;;;;;;;;;;;;;;;;
Caen;;;;;;;;;;;;;;;;;;;;;
Callac;;;;;;;;;;;;;;;;;;;;;
Carcassonne;;;;;;;;;;;;;;;;;;;;;
Carhaix-Plouguer;;;;;;;;;;;;;;;;;;;;;
Castelnaudary;;;;;;;;;;;;;;;;;;;;;
Ceilhes - Roqueredonde;;;;;;;;;;;;;;;;;;;;;
Cercottes;;;;;;;;;;;;;;;;;;;;;
Cérons;;;;;;;;;;;;;;;;;;;;;
Châbons;;;;;;;;;;;;;;;;;;;;;
Chagny;;;;;;;;;;;;;;;;;;;;;
Chaingy Fourneaux Plage;;;;;;;;;;;;;;;;;;;;;
Chalonnes-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Chalon-sur-Saône;;;;;;;;;;;;;;;;;;;;;
Chamalières-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Champagney;;;;;;;;;;;;;;;;;;;;;
Champagnole Paul-Émile Victor;;;;;;;;;;;;;;;;;;;;;
Champigneulles;;;;;;;;;;;;;;;;;;;;;
Chanac;;;;;;;;;;;;;;;;;;;;;
Changis - Saint-Jean;;;;;;;;;;;;;;;;;;;;;
Chantilly - Gouvieux;;;;;;;;;;;;;;;;;;;;;
Chaponost;;;;;;;;;;;;;;;;;;;;;
Charbonnières-les-Bains;;;;;;;;;;;;;;;;;;;;;
Chasseradès;;;;;;;;;;;;;;;;;;;;;
Chasse-sur-Rhône;;;;;;;;;;;;;;;;;;;;;
Châteauneuf - Bujaleuf;;;;;;;;;;;;;;;;;;;;;
Châtillon d'Azergues;;;;;;;;;;;;;;;;;;;;;
Chépy - Valines;;;;;;;;;;;;;;;;;;;;;
Chevrières;;;;;;;;;;;;;;;;;;;;;
Chindrieux;;;;;;;;;;;;;;;;;;;;;
Chissay-en-Touraine;;;;;;;;;;;;;;;;;;;;;
Choisy-le-Roi;;;;;;;;;;;;;;;;;;;;;
Cintegabelle;;;;;;;;;;;;;;;;;;;;;
Cires-lès-Mello;;;;;;;;;;;;;;;;;;;;;
Civrieux-d'Azergues;;;;;;;;;;;;;;;;;;;;;
Cize - Bolozon;;;;;;;;;;;;;;;;;;;;;
Clelles - Mens;;;;;;;;;;;;;;;;;;;;;
Clerval;;;;;;;;;;;;;;;;;;;;;
Cognac;;;;;;;;;;;;;;;;;;;;;
Colmar;;;;;;;;;;;;;;;;;;;;;
Colombier-Fontaine;;;;;;;;;;;;;;;;;;;;;
Colomiers Lycée International;;;;;;;;;;;;;;;;;;;;;
Commercy;;;;;;;;;;;;;;;;;;;;;
Condat - Le Lardin;;;;;;;;;;;;;;;;;;;;;
Conlie;;;;;;;;;;;;;;;;;;;;;
Corbigny;;;;;;;;;;;;;;;;;;;;;
Corcy;;;;;;;;;;;;;;;;;;;;;
Corgoloin;;;;;;;;;;;;;;;;;;;;;
Cornil;;;;;;;;;;;;;;;;;;;;;
Corps-Nuds;;;;;;;;;;;;;;;;;;;;;
Corrèze;;;;;;;;;;;;;;;;;;;;;
Cosne-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Coucy-lès-Eppes;;;;;;;;;;;;;;;;;;;;;
Couëron;;;;;;;;;;;;;;;;;;;;;
Couffoulens - Leuc;;;;;;;;;;;;;;;;;;;;;
Couilly - Saint-Germain - Quincy;;;;;;;;;;;;;;;;;;;;;
Couliboeuf;;;;;;;;;;;;;;;;;;;;;
Courcelles-le-Comte;;;;;;;;;;;;;;;;;;;;;
Courcelles-sur-Nied;;;;;;;;;;;;;;;;;;;;;
Courcy - Brimont;;;;;;;;;;;;;;;;;;;;;
Cousance;;;;;;;;;;;;;;;;;;;;;
Coutances;;;;;;;;;;;;;;;;;;;;;
Crépy - Couvron;;;;;;;;;;;;;;;;;;;;;
Créteil Pompadour;;;;;;;;;;;;;;;;;;;;;
Croix L'Allumette;;;;;;;;;;;;;;;;;;;;;
Culoz;;;;;;;;;;;;;;;;;;;;;
Dettwiller;;;;;;;;;;;;;;;;;;;;;
Dingé;;;;;;;;;;;;;;;;;;;;;
Dissay;;;;;;;;;;;;;;;;;;;;;
Dommartin - Lissieu;;;;;;;;;;;;;;;;;;;;;
Dompierre Sept Fons;;;;;;;;;;;;;;;;;;;;;
Donjeux;;;;;;;;;;;;;;;;;;;;;
Drap - Cantaron;;;;;;;;;;;;;;;;;;;;;
Drefféac;;;;;;;;;;;;;;;;;;;;;
Dreux;;;;;;;;;;;;;;;;;;;;;
Druye;;;;;;;;;;;;;;;;;;;;;
Dugny - La Courneuve T11;;;;;;;;;;;;;;;;;;;;;
Dunkerque;;;;;;;;;;;;;;;;;;;;;
Duppigheim;;;;;;;;;;;;;;;;;;;;;
Durtol - Nohanent;;;;;;;;;;;;;;;;;;;;;
Égletons;;;;;;;;;;;;;;;;;;;;;
Elne;;;;;;;;;;;;;;;;;;;;;
Embrun;;;;;;;;;;;;;;;;;;;;;
Entraigues-sur-la-Sorgue;;;;;;;;;;;;;;;;;;;;;
Épinal;;;;;;;;;;;;;;;;;;;;;
Épinay - Villetaneuse;;;;;;;;;;;;;;;;;;;;;
Ermont - Eaubonne;;;;;;;;;;;;;;;;;;;;;
Esches;;;;;;;;;;;;;;;;;;;;;
Essonnes Robinson;;;;;;;;;;;;;;;;;;;;;
Estavar;;;;;;;;;;;;;;;;;;;;;
Estrées-Saint-Denis;;;;;;;;;;;;;;;;;;;;;
Esvres sur Indre;;;;;;;;;;;;;;;;;;;;;
Eurville;;;;;;;;;;;;;;;;;;;;;
Évry Val de Seine;;;;;;;;;;;;;;;;;;;;;
Exideuil;;;;;;;;;;;;;;;;;;;;;
Eymoutiers Vassivière;;;;;;;;;;;;;;;;;;;;;
Faremoutiers - Pommeuse;;;;;;;;;;;;;;;;;;;;;
Fépin;;;;;;;;;;;;;;;;;;;;;
Fère-en-Tardenois;;;;;;;;;;;;;;;;;;;;;
Fleurville - Pont-de-Vaux;;;;;;;;;;;;;;;;;;;;;
Foëcy;;;;;;;;;;;;;;;;;;;;;
Foix;;;;;;;;;;;;;;;;;;;;;
Fontainebleau - Avon;;;;;;;;;;;;;;;;;;;;;
Fontan - Saorge;;;;;;;;;;;;;;;;;;;;;
Foucart - Alvimare;;;;;;;;;;;;;;;;;;;;;
Fouquereuil;;;;;;;;;;;;;;;;;;;;;
Fourmies;;;;;;;;;;;;;;;;;;;;;
Francheville;;;;;;;;;;;;;;;;;;;;;
Frépillon;;;;;;;;;;;;;;;;;;;;;
Fromental;;;;;;;;;;;;;;;;;;;;;
Fronville;;;;;;;;;;;;;;;;;;;;;
Futuroscope;;;;;;;;;;;;;;;;;;;;;
Gadagne;;;;;;;;;;;;;;;;;;;;;
Gaillac;;;;;;;;;;;;;;;;;;;;;
Gap;;;;;;;;;;;;;;;;;;;;;
Garancières - La Queue;;;;;;;;;;;;;;;;;;;;;
Gargenville;;;;;;;;;;;;;;;;;;;;;
Gazeran;;;;;;;;;;;;;;;;;;;;;
Gazinet Cestas;;;;;;;;;;;;;;;;;;;;;
Geispolsheim;;;;;;;;;;;;;;;;;;;;;
Gennevilliers;;;;;;;;;;;;;;;;;;;;;
Gertwiller;;;;;;;;;;;;;;;;;;;;;
Gestel;;;;;;;;;;;;;;;;;;;;;
Gien;;;;;;;;;;;;;;;;;;;;;
Gignac - Cressensac;;;;;;;;;;;;;;;;;;;;;
Gilly-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Gironde-sur-Dropt;;;;;;;;;;;;;;;;;;;;;
Givors Canal;;;;;;;;;;;;;;;;;;;;;
Goussainville;;;;;;;;;;;;;;;;;;;;;
Goxwiller;;;;;;;;;;;;;;;;;;;;;
Grande-Synthe;;;;;;;;;;;;;;;;;;;;;
Grandvilliers;;;;;;;;;;;;;;;;;;;;;
Gresswiller;;;;;;;;;;;;;;;;;;;;;
Groslay;;;;;;;;;;;;;;;;;;;;;
Gunsbach - Griesbach;;;;;;;;;;;;;;;;;;;;;
Hagondange;;;;;;;;;;;;;;;;;;;;;
Harfleur;;;;;;;;;;;;;;;;;;;;;
Haubourdin;;;;;;;;;;;;;;;;;;;;;
Haussmann Saint-Lazare;;;;;;;;;;;;;;;;;;;;;
Haute Picardie TGV;;;;;;;;;;;;;;;;;;;;;
Hendaye;;;;;;;;;;;;;;;;;;;;;
Herblay;;;;;;;;;;;;;;;;;;;;;
Herchies;;;;;;;;;;;;;;;;;;;;;
Héricourt;;;;;;;;;;;;;;;;;;;;;
Herny;;;;;;;;;;;;;;;;;;;;;
Herrlisheim;;;;;;;;;;;;;;;;;;;;;
Hirson;;;;;;;;;;;;;;;;;;;;;
Hoenheim Tram;;;;;;;;;;;;;;;;;;;;;
Hoffen;;;;;;;;;;;;;;;;;;;;;
Hyères;;;;;;;;;;;;;;;;;;;;;
Hymont - Mattaincourt;;;;;;;;;;;;;;;;;;;;;
